




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5149)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
negative regulation of cytokine production (GO:0001818)	314	103	78.56	+	1.31	1.97E-03	1.68E-02
regulation of canonical NF-kappaB signal transduction (GO:0043122)	314	103	78.56	+	1.31	1.97E-03	1.68E-02
intracellular signal transduction (GO:0035556)	1741	571	435.59	+	1.31	2.41E-14	1.33E-12
positive regulation of protein modification process (GO:0031401)	372	122	93.07	+	1.31	6.95E-04	7.00E-03
neuron development (GO:0048666)	906	297	226.68	+	1.31	8.75E-08	2.33E-06
in utero embryonic development (GO:0001701)	415	136	103.83	+	1.31	3.71E-04	4.11E-03
negative regulation of defense response (GO:0031348)	293	96	73.31	+	1.31	2.74E-03	2.25E-02
protein modification by small protein conjugation (GO:0032446)	672	220	168.13	+	1.31	5.58E-06	1.05E-04
protein phosphorylation (GO:0006468)	318	104	79.56	+	1.31	2.10E-03	1.78E-02
regulation of signal transduction (GO:0009966)	3192	1043	798.62	+	1.31	2.63E-26	3.53E-24
regulation of leukocyte cell-cell adhesion (GO:1903037)	395	129	98.83	+	1.31	6.45E-04	6.55E-03
regulation of mitotic cell cycle (GO:0007346)	518	169	129.60	+	1.30	9.01E-05	1.21E-03
regulation of cell cycle phase transition (GO:1901987)	463	151	115.84	+	1.30	2.15E-04	2.58E-03
blood vessel development (GO:0001568)	539	175	134.85	+	1.30	8.17E-05	1.11E-03
cellular component organization or biogenesis (GO:0071840)	6059	1967	1515.93	+	1.30	2.20E-55	1.45E-52
regulation of hormone levels (GO:0010817)	567	184	141.86	+	1.30	5.35E-05	7.61E-04
cell-cell adhesion (GO:0098609)	556	180	139.11	+	1.29	8.43E-05	1.13E-03
cellular response to abiotic stimulus (GO:0071214)	331	107	82.81	+	1.29	2.59E-03	2.14E-02
cellular response to environmental stimulus (GO:0104004)	331	107	82.81	+	1.29	2.59E-03	2.14E-02
negative regulation of response to external stimulus (GO:0032102)	418	135	104.58	+	1.29	7.42E-04	7.40E-03
protein ubiquitination (GO:0016567)	595	192	148.87	+	1.29	5.30E-05	7.54E-04
neurogenesis (GO:0022008)	1386	447	346.77	+	1.29	3.47E-10	1.32E-08
positive regulation of nervous system development (GO:0051962)	273	88	68.30	+	1.29	7.37E-03	5.00E-02
regulation of developmental process (GO:0050793)	2527	813	632.24	+	1.29	5.01E-18	3.39E-16
positive regulation of developmental process (GO:0051094)	1326	426	331.76	+	1.28	1.82E-09	6.32E-08
negative regulation of developmental process (GO:0051093)	978	314	244.69	+	1.28	3.11E-07	7.50E-06
generation of neurons (GO:0048699)	1204	386	301.23	+	1.28	1.43E-08	4.27E-07
hemopoiesis (GO:0030097)	721	231	180.39	+	1.28	1.71E-05	2.79E-04
mononuclear cell differentiation (GO:1903131)	384	123	96.07	+	1.28	1.93E-03	1.65E-02
negative regulation of response to stimulus (GO:0048585)	1771	567	443.09	+	1.28	4.14E-12	1.87E-10
regulation of cell development (GO:0060284)	826	264	206.66	+	1.28	5.06E-06	9.57E-05
leukocyte differentiation (GO:0002521)	442	141	110.59	+	1.28	1.03E-03	9.56E-03
developmental maturation (GO:0021700)	301	96	75.31	+	1.27	7.20E-03	4.89E-02
regulation of nervous system development (GO:0051960)	436	139	109.08	+	1.27	1.16E-03	1.07E-02
cell activation (GO:0001775)	766	244	191.65	+	1.27	1.40E-05	2.33E-04
anatomical structure formation involved in morphogenesis (GO:0048646)	994	316	248.69	+	1.27	8.34E-07	1.87E-05
negative regulation of gene expression (GO:0010629)	1115	354	278.97	+	1.27	1.98E-07	4.91E-06
nucleobase-containing compound biosynthetic process (GO:0034654)	1736	551	434.34	+	1.27	4.46E-11	1.84E-09
system development (GO:0048731)	3655	1160	914.46	+	1.27	4.05E-24	4.57E-22
protein modification by small protein conjugation or removal (GO:0070647)	783	248	195.90	+	1.27	2.06E-05	3.30E-04
positive regulation of cell cycle (GO:0045787)	338	107	84.57	+	1.27	5.31E-03	3.75E-02
negative regulation of multicellular organismal process (GO:0051241)	1153	365	288.47	+	1.27	1.74E-07	4.37E-06
tube development (GO:0035295)	923	292	230.93	+	1.26	3.56E-06	6.95E-05
positive regulation of cell differentiation (GO:0045597)	857	271	214.42	+	1.26	8.98E-06	1.60E-04
axon development (GO:0061564)	427	135	106.83	+	1.26	1.87E-03	1.61E-02
regulation of T cell activation (GO:0050863)	405	128	101.33	+	1.26	2.55E-03	2.11E-02
protein modification process (GO:0036211)	1481	468	370.54	+	1.26	3.06E-09	1.03E-07
positive regulation of multicellular organismal process (GO:0051240)	1701	537	425.58	+	1.26	2.08E-10	8.08E-09
positive regulation of cellular process (GO:0048522)	5874	1854	1469.64	+	1.26	1.87E-41	5.65E-39
response to chemical (GO:0042221)	3741	1180	935.98	+	1.26	1.95E-23	2.03E-21
regulation of cell differentiation (GO:0045595)	1576	497	394.31	+	1.26	1.32E-09	4.66E-08
positive regulation of gene expression (GO:0010628)	1212	382	303.24	+	1.26	1.60E-07	4.02E-06
positive regulation of response to stimulus (GO:0048584)	2342	738	585.96	+	1.26	4.68E-14	2.51E-12
neuron differentiation (GO:0030182)	1130	356	282.72	+	1.26	4.18E-07	9.88E-06
negative regulation of cellular process (GO:0048523)	5246	1652	1312.52	+	1.26	6.51E-35	1.41E-32
anatomical structure morphogenesis (GO:0009653)	2287	720	572.19	+	1.26	1.47E-13	7.54E-12
cell migration (GO:0016477)	934	294	233.68	+	1.26	5.81E-06	1.09E-04
post-translational protein modification (GO:0043687)	837	263	209.41	+	1.26	2.18E-05	3.45E-04
regulation of cell cycle (GO:0051726)	1106	347	276.71	+	1.25	9.68E-07	2.14E-05
positive regulation of biological process (GO:0048518)	6232	1953	1559.21	+	1.25	3.72E-42	1.17E-39
cell-cell signaling (GO:0007267)	859	269	214.92	+	1.25	2.30E-05	3.64E-04
nervous system development (GO:0007399)	2269	710	567.69	+	1.25	8.29E-13	3.99E-11
multicellular organism development (GO:0007275)	4053	1268	1014.04	+	1.25	6.91E-24	7.38E-22
regulation of response to stimulus (GO:0048583)	4201	1314	1051.07	+	1.25	6.79E-25	8.03E-23
regulation of hemopoiesis (GO:1903706)	436	136	109.08	+	1.25	3.60E-03	2.82E-02
biological process involved in interspecies interaction between organisms (GO:0044419)	1664	519	416.32	+	1.25	3.31E-09	1.11E-07
positive regulation of cell development (GO:0010720)	430	134	107.58	+	1.25	4.04E-03	3.04E-02
mitotic cell cycle (GO:0000278)	585	182	146.36	+	1.24	8.15E-04	7.97E-03
regulation of multicellular organismal development (GO:2000026)	1428	444	357.28	+	1.24	8.24E-08	2.20E-06
negative regulation of biological process (GO:0048519)	5491	1707	1373.82	+	1.24	7.16E-33	1.49E-30
macromolecule metabolic process (GO:0043170)	5431	1687	1358.81	+	1.24	3.86E-32	7.49E-30
epithelial cell differentiation (GO:0030855)	636	197	159.12	+	1.24	5.69E-04	5.89E-03
regulation of multicellular organismal process (GO:0051239)	3029	938	757.84	+	1.24	9.66E-16	5.83E-14
cell development (GO:0048468)	2328	720	582.45	+	1.24	7.60E-12	3.36E-10
mitotic cell cycle process (GO:1903047)	508	157	127.10	+	1.24	2.58E-03	2.13E-02
animal organ development (GO:0048513)	2930	904	733.07	+	1.23	1.10E-14	6.28E-13
nucleobase-containing compound metabolic process (GO:0006139)	2745	846	686.78	+	1.23	1.40E-13	7.23E-12
growth (GO:0040007)	435	134	108.83	+	1.23	6.04E-03	4.17E-02
developmental growth (GO:0048589)	435	134	108.83	+	1.23	6.04E-03	4.17E-02
regulation of cell population proliferation (GO:0042127)	1657	509	414.57	+	1.23	4.29E-08	1.19E-06
epithelium development (GO:0060429)	1114	341	278.72	+	1.22	1.40E-05	2.33E-04
developmental process (GO:0032502)	5934	1815	1484.65	+	1.22	4.90E-31	9.13E-29
cellular response to lipid (GO:0071396)	569	174	142.36	+	1.22	2.32E-03	1.93E-02
cell population proliferation (GO:0008283)	563	172	140.86	+	1.22	2.59E-03	2.14E-02
anatomical structure development (GO:0048856)	5359	1637	1340.79	+	1.22	9.29E-27	1.30E-24
regulation of cell cycle process (GO:0010564)	770	235	192.65	+	1.22	4.26E-04	4.58E-03
cellular developmental process (GO:0048869)	3778	1152	945.23	+	1.22	2.87E-17	1.87E-15
cell differentiation (GO:0030154)	3775	1151	944.48	+	1.22	3.33E-17	2.16E-15
positive regulation of metabolic process (GO:0009893)	3516	1072	879.68	+	1.22	6.85E-16	4.23E-14
leukocyte activation (GO:0045321)	634	193	158.62	+	1.22	1.78E-03	1.53E-02
positive regulation of MAPK cascade (GO:0043410)	470	143	117.59	+	1.22	7.04E-03	4.80E-02
tube morphogenesis (GO:0035239)	695	211	173.89	+	1.21	1.14E-03	1.05E-02
response to biotic stimulus (GO:0009607)	1542	468	385.80	+	1.21	8.33E-07	1.87E-05
regulation of defense response (GO:0031347)	891	270	222.92	+	1.21	2.70E-04	3.12E-03
regulation of innate immune response (GO:0045088)	492	149	123.10	+	1.21	7.19E-03	4.89E-02
regulation of response to external stimulus (GO:0032101)	1147	347	286.97	+	1.21	3.96E-05	5.84E-04
response to external biotic stimulus (GO:0043207)	1499	452	375.04	+	1.21	2.86E-06	5.73E-05
response to other organism (GO:0051707)	1496	451	374.29	+	1.20	3.23E-06	6.40E-05
macromolecule modification (GO:0043412)	1686	508	421.83	+	1.20	6.88E-07	1.57E-05
regulation of cytokine production (GO:0001817)	828	249	207.16	+	1.20	7.75E-04	7.67E-03
tissue morphogenesis (GO:0048729)	599	180	149.87	+	1.20	4.69E-03	3.35E-02
negative regulation of cell differentiation (GO:0045596)	680	203	170.13	+	1.19	3.92E-03	2.98E-02
organelle assembly (GO:0070925)	940	280	235.18	+	1.19	6.87E-04	6.93E-03
regulation of immune system process (GO:0002682)	1667	496	417.07	+	1.19	4.74E-06	9.02E-05
central nervous system development (GO:0007417)	1026	305	256.70	+	1.19	4.40E-04	4.72E-03
enzyme-linked receptor protein signaling pathway (GO:0007167)	630	187	157.62	+	1.19	6.73E-03	4.61E-02
cellular process (GO:0009987)	15672	4637	3921.05	+	1.18	2.20E-183	3.20E-179
negative regulation of metabolic process (GO:0009892)	2873	847	718.81	+	1.18	4.71E-09	1.52E-07
response to external stimulus (GO:0009605)	2039	601	510.15	+	1.18	1.59E-06	3.37E-05
cell projection organization (GO:0030030)	1254	369	313.74	+	1.18	2.76E-04	3.19E-03
plasma membrane bounded cell projection organization (GO:0120036)	1198	351	299.73	+	1.17	5.14E-04	5.38E-03
multicellular organismal process (GO:0032501)	6526	1912	1632.77	+	1.17	1.05E-21	9.56E-20
positive regulation of macromolecule metabolic process (GO:0010604)	3187	929	797.37	+	1.17	8.11E-09	2.54E-07
regulation of immune response (GO:0050776)	1037	301	259.45	+	1.16	2.55E-03	2.11E-02
positive regulation of biosynthetic process (GO:0009891)	2720	788	680.53	+	1.16	4.64E-07	1.08E-05
negative regulation of macromolecule metabolic process (GO:0010605)	2641	761	660.76	+	1.15	1.88E-06	3.90E-05
cell cycle (GO:0007049)	1006	289	251.70	+	1.15	6.40E-03	4.41E-02
response to stimulus (GO:0050896)	8322	2370	2082.12	+	1.14	5.33E-21	4.69E-19
positive regulation of macromolecule biosynthetic process (GO:0010557)	2599	736	650.26	+	1.13	4.20E-05	6.12E-04
defense response (GO:0006952)	1582	447	395.81	+	1.13	2.27E-03	1.90E-02
regulation of metabolic process (GO:0019222)	6337	1774	1585.48	+	1.12	6.91E-11	2.80E-09
cellular response to stimulus (GO:0051716)	6480	1802	1621.26	+	1.11	4.90E-10	1.81E-08
negative regulation of biosynthetic process (GO:0009890)	2340	649	585.45	+	1.11	1.40E-03	1.24E-02
biological regulation (GO:0065007)	12390	3428	3099.91	+	1.11	1.74E-27	2.53E-25
biological_process (GO:0008150)	17839	4909	4463.22	+	1.10	2.28E-118	8.27E-115
regulation of biological process (GO:0050789)	11979	3294	2997.08	+	1.10	2.19E-22	2.15E-20
regulation of cellular process (GO:0050794)	11547	3171	2888.99	+	1.10	4.77E-20	3.96E-18
negative regulation of macromolecule biosynthetic process (GO:0010558)	2259	618	565.19	+	1.09	6.87E-03	4.69E-02
regulation of primary metabolic process (GO:0080090)	5244	1433	1312.02	+	1.09	9.28E-06	1.65E-04
regulation of macromolecule metabolic process (GO:0060255)	5789	1526	1448.38	+	1.05	5.84E-03	4.05E-02
regulation of nucleobase-containing compound metabolic process (GO:0019219)	4005	907	1002.03	-	.91	1.03E-04	1.36E-03
regulation of RNA metabolic process (GO:0051252)	3702	819	926.22	-	.88	5.98E-06	1.12E-04
immune response (GO:0006955)	1802	392	450.85	-	.87	7.76E-04	7.67E-03
regulation of RNA biosynthetic process (GO:2001141)	3405	718	851.91	-	.84	4.27E-09	1.41E-07
regulation of DNA-templated transcription (GO:0006355)	3393	715	848.91	-	.84	4.06E-09	1.35E-07
regulation of transcription by RNA polymerase II (GO:0006357)	2652	535	663.52	-	.81	3.46E-10	1.32E-08
nervous system process (GO:0050877)	1509	300	377.54	-	.79	1.05E-06	2.30E-05
meiotic cell cycle (GO:0051321)	279	50	69.80	-	.72	5.29E-03	3.74E-02
embryonic organ morphogenesis (GO:0048562)	305	54	76.31	-	.71	2.66E-03	2.19E-02
lymphocyte mediated immunity (GO:0002449)	255	45	63.80	-	.71	5.61E-03	3.93E-02
DNA replication (GO:0006260)	237	40	59.30	-	.67	3.17E-03	2.54E-02
cilium organization (GO:0044782)	400	67	100.08	-	.67	7.02E-05	9.59E-04
anterior/posterior pattern specification (GO:0009952)	217	36	54.29	-	.66	3.45E-03	2.73E-02
cilium assembly (GO:0060271)	362	58	90.57	-	.64	3.82E-05	5.64E-04
pattern specification process (GO:0007389)	462	73	115.59	-	.63	1.57E-06	3.34E-05
cell fate commitment (GO:0045165)	260	41	65.05	-	.63	3.89E-04	4.26E-03
limb morphogenesis (GO:0035108)	156	24	39.03	-	.61	5.14E-03	3.64E-02
appendage morphogenesis (GO:0035107)	156	24	39.03	-	.61	5.14E-03	3.64E-02
sensory perception of light stimulus (GO:0050953)	229	35	57.29	-	.61	3.98E-04	4.33E-03
meiotic cell cycle process (GO:1903046)	204	31	51.04	-	.61	8.20E-04	8.01E-03
visual perception (GO:0007601)	226	34	56.54	-	.60	3.54E-04	3.94E-03
female gamete generation (GO:0007292)	168	25	42.03	-	.59	1.68E-03	1.46E-02
germ cell development (GO:0007281)	397	59	99.33	-	.59	7.87E-07	1.78E-05
determination of bilateral symmetry (GO:0009855)	142	21	35.53	-	.59	4.57E-03	3.34E-02
specification of symmetry (GO:0009799)	142	21	35.53	-	.59	4.57E-03	3.34E-02
spermatid differentiation (GO:0048515)	257	38	64.30	-	.59	8.27E-05	1.12E-03
cellular process involved in reproduction in multicellular organism (GO:0022412)	434	64	108.58	-	.59	1.64E-07	4.13E-06
regionalization (GO:0003002)	414	61	103.58	-	.59	3.86E-07	9.15E-06
DNA recombination (GO:0006310)	258	38	64.55	-	.59	6.41E-05	8.85E-04
determination of left/right symmetry (GO:0007368)	136	20	34.03	-	.59	5.15E-03	3.64E-02
double-strand break repair via homologous recombination (GO:0000724)	123	18	30.77	-	.58	6.45E-03	4.43E-02
spermatid development (GO:0007286)	247	36	61.80	-	.58	8.12E-05	1.10E-03
neuropeptide signaling pathway (GO:0007218)	117	17	29.27	-	.58	7.26E-03	4.93E-02
adaptive immune response (GO:0002250)	702	101	175.64	-	.58	3.37E-12	1.53E-10
immunoglobulin mediated immune response (GO:0016064)	181	26	45.29	-	.57	5.41E-04	5.61E-03
double-strand break repair (GO:0006302)	224	32	56.04	-	.57	9.80E-05	1.30E-03
left/right pattern formation (GO:0060972)	143	20	35.78	-	.56	1.80E-03	1.55E-02
B cell mediated immunity (GO:0019724)	186	26	46.54	-	.56	3.23E-04	3.65E-03
telomere organization (GO:0032200)	108	15	27.02	-	.56	7.12E-03	4.84E-02
G protein-coupled receptor signaling pathway (GO:0007186)	1273	175	318.50	-	.55	3.90E-24	4.43E-22
meiotic nuclear division (GO:0140013)	181	24	45.29	-	.53	1.33E-04	1.70E-03
DNA-templated DNA replication (GO:0006261)	148	19	37.03	-	.51	3.80E-04	4.19E-03
sperm motility (GO:0097722)	224	28	56.04	-	.50	4.02E-06	7.74E-05
flagellated sperm motility (GO:0030317)	224	28	56.04	-	.50	4.02E-06	7.73E-05
embryonic limb morphogenesis (GO:0030326)	128	16	32.02	-	.50	6.60E-04	6.70E-03
embryonic appendage morphogenesis (GO:0035113)	128	16	32.02	-	.50	6.60E-04	6.69E-03
diencephalon development (GO:0021536)	82	10	20.52	-	.49	6.79E-03	4.64E-02
cilium movement involved in cell motility (GO:0060294)	237	28	59.30	-	.47	5.01E-07	1.16E-05
cilium-dependent cell motility (GO:0060285)	239	28	59.80	-	.47	3.70E-07	8.81E-06
cilium or flagellum-dependent cell motility (GO:0001539)	239	28	59.80	-	.47	3.70E-07	8.80E-06
cell fate specification (GO:0001708)	89	10	22.27	-	.45	1.94E-03	1.66E-02
cilium movement (GO:0003341)	277	31	69.30	-	.45	1.04E-08	3.23E-07
sensory perception (GO:0007600)	1013	113	253.45	-	.45	2.01E-29	3.36E-27
cranial skeletal system development (GO:1904888)	74	8	18.51	-	.43	2.98E-03	2.42E-02
meiosis I (GO:0007127)	132	14	33.03	-	.42	4.56E-05	6.59E-04
meiosis I cell cycle process (GO:0061982)	137	14	34.28	-	.41	1.70E-05	2.78E-04
sensory perception of taste (GO:0050909)	71	7	17.76	-	.39	2.23E-03	1.87E-02
homologous recombination (GO:0035825)	76	7	19.01	-	.37	7.77E-04	7.68E-03
reciprocal meiotic recombination (GO:0007131)	66	6	16.51	-	.36	1.56E-03	1.37E-02
reciprocal homologous recombination (GO:0140527)	66	6	16.51	-	.36	1.56E-03	1.37E-02
motile cilium assembly (GO:0044458)	89	8	22.27	-	.36	1.91E-04	2.32E-03
homologous chromosome pairing at meiosis (GO:0007129)	56	5	14.01	-	.36	4.74E-03	3.38E-02
embryonic skeletal system development (GO:0048706)	137	12	34.28	-	.35	2.21E-06	4.52E-05
Unclassified (UNCLASSIFIED)	2741	240	685.78	-	.35	2.28E-118	1.10E-114
oogenesis (GO:0048477)	106	9	26.52	-	.34	2.33E-05	3.68E-04
homologous chromosome segregation (GO:0045143)	71	6	17.76	-	.34	5.30E-04	5.51E-03
detection of stimulus (GO:0051606)	694	57	173.63	-	.33	8.05E-31	1.48E-28
extracellular transport (GO:0006858)	52	4	13.01	-	.31	2.10E-03	1.78E-02
cell differentiation in spinal cord (GO:0021515)	52	4	13.01	-	.31	2.10E-03	1.78E-02
neuron fate commitment (GO:0048663)	66	5	16.51	-	.30	5.04E-04	5.28E-03
embryonic skeletal system morphogenesis (GO:0048704)	94	7	23.52	-	.30	2.03E-05	3.26E-04
oocyte development (GO:0048599)	55	4	13.76	-	.29	1.48E-03	1.30E-02
embryonic cranial skeleton morphogenesis (GO:0048701)	43	3	10.76	-	.28	4.19E-03	3.12E-02
dorsal/ventral pattern formation (GO:0009953)	86	6	21.52	-	.28	2.63E-05	4.10E-04
oocyte differentiation (GO:0009994)	59	4	14.76	-	.27	4.47E-04	4.80E-03
microtubule bundle formation (GO:0001578)	138	9	34.53	-	.26	2.75E-08	7.87E-07
epithelial cilium movement involved in extracellular fluid movement (GO:0003351)	49	3	12.26	-	.24	1.33E-03	1.20E-02
hindlimb morphogenesis (GO:0035137)	35	2	8.76	-	.23	5.48E-03	3.84E-02
detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)	38	2	9.51	-	.21	2.40E-03	2.00E-02
sperm flagellum assembly (GO:0120316)	62	3	15.51	-	.19	4.78E-05	6.86E-04
regulation of cilium movement (GO:0003352)	43	2	10.76	-	.19	6.82E-04	6.90E-03
sensory perception of bitter taste (GO:0050913)	44	2	11.01	-	.18	6.84E-04	6.91E-03
detection of chemical stimulus involved in sensory perception of taste (GO:0050912)	44	2	11.01	-	.18	6.84E-04	6.91E-03
transposable element silencing (GO:0010526)	44	2	11.01	-	.18	6.84E-04	6.90E-03
immunoglobulin production involved in immunoglobulin-mediated immune response (GO:0002381)	27	1	6.76	-	.15	6.64E-03	4.55E-02
male meiotic nuclear division (GO:0007140)	57	2	14.26	-	.14	2.15E-05	3.42E-04
oocyte maturation (GO:0001556)	30	1	7.51	-	.13	2.76E-03	2.27E-02
pharyngeal system development (GO:0060037)	31	1	7.76	-	.13	2.80E-03	2.28E-02
detection of chemical stimulus (GO:0009593)	522	16	130.60	-	.12	4.79E-44	1.74E-41
detection of stimulus involved in sensory perception (GO:0050906)	563	17	140.86	-	.12	1.13E-47	4.84E-45
sperm axoneme assembly (GO:0007288)	34	1	8.51	-	.12	1.13E-03	1.04E-02
interstrand cross-link repair (GO:0036297)	43	1	10.76	-	.09	1.23E-04	1.58E-03
sensory perception of chemical stimulus (GO:0007606)	548	12	137.11	-	.09	1.86E-51	9.31E-49
sensory perception of smell (GO:0007608)	467	5	116.84	-	.04	9.82E-51	4.46E-48
axoneme assembly (GO:0035082)	107	1	26.77	-	.04	3.15E-12	1.44E-10
detection of chemical stimulus involved in sensory perception (GO:0050907)	485	2	121.34	-	.02	9.86E-58	7.16E-55
transposable element silencing by heterochromatin formation (GO:0141005)	25	0	6.25	-	 < 0.01	1.66E-03	1.45E-02
mitotic recombination (GO:0006312)	21	0	5.25	-	 < 0.01	4.05E-03	3.03E-02
DNA double-strand break processing (GO:0000729)	20	0	5.00	-	 < 0.01	7.10E-03	4.83E-02
detection of chemical stimulus involved in sensory perception of smell (GO:0050911)	437	0	109.33	-	 < 0.01	6.40E-56	4.43E-53
